"id","target_id","metric_name","value","tags"
"0198af6f-d985-7582-ab26-f14d088ecdeb","0198af6f-b007-7c41-b2d4-f207c6974b9a","intent_accuracy",true,"{}"
"0198af6f-d985-7582-ab26-f161a5ce6950","0198af6f-b007-7c41-b2d4-f21951ed6874","resolution_potential",true,"{}"
"0198af6d-7448-7b41-9a07-ef3cba0eddd8","0198af6d-39bd-7ab2-89aa-24901e0fa095","intent_accuracy",true,"{}"
"0198ae85-d583-7980-b5e5-e93f8c577872","0198a9dc-b1fa-7050-81a2-f019f97634e7","intent_accuracy",true,"{}"
"0198ae85-cf51-7132-97b2-6ca0b98ef13c","0198a9e0-e29f-7590-824b-9c527a11fd2f","intent_accuracy",true,"{}"
"0198aefb-3d9d-7051-a438-7c7423cfa057","0198aefb-205e-7b02-83a6-c2dadcc5c919","intent_accuracy",true,"{}"
"0198ae85-cc37-7092-aa6d-7b694a80f45a","0198a9e2-f5d5-7322-845e-2f8616c853ba","intent_accuracy",true,"{}"
"0198af41-4836-7c23-ab4b-9eace59a581a","0198af41-22dd-7d02-84de-397e11803c96","intent_accuracy",true,"{}"
"0198ae85-dd83-7291-8e92-85ae1139f866","0198a9d7-5d91-7560-85cb-1b3f4976087d","intent_accuracy",true,"{}"
"0198ae85-df15-7240-ba60-53f086ea33a9","0198a9d6-66a5-7b42-86cf-4180303249f2","intent_accuracy",true,"{}"
"0198ae85-dcdb-7f12-b1de-fab78ce6ac3e","0198a9d7-bebe-7701-8700-0bc62d9b434f","intent_accuracy",true,"{}"
"0198ae85-d869-7c93-898f-0685c22cf6ff","0198a9da-ccb9-7a82-8705-d0d7ec3a18b8","intent_accuracy",true,"{}"
"0198aef5-8fe6-7f52-a2f0-664203efbc94","0198aef5-557c-7180-8793-aa639ee72970","intent_accuracy",true,"{}"
"0198af0c-b08b-7df3-b6bc-7b417b7c8674","0198af0c-944e-7572-87a6-89f117ad6155","intent_accuracy",true,"{}"
"0198ae85-cffb-7d20-9478-cde6df9a4170","0198a9e0-70de-7bc2-87b9-ef24108753d9","intent_accuracy",true,"{}"
"0198ae85-d1bf-7322-aaad-603bf3147894","0198a9df-3d79-7de1-87d6-88f5b46a885c","intent_accuracy",true,"{}"
"0198ae85-d115-7ef3-bfca-6febf5f67ba9","0198a9df-b60f-7893-8815-99d3f676d908","intent_accuracy",true,"{}"
"0198aeae-bdf9-7d60-b6c7-96035ab62901","0198aeae-a58b-78b0-8947-c1f7b4a668db","intent_accuracy",true,"{}"
"0198af11-039a-77f2-a3ca-e0d45102f6e6","0198af10-cd26-7af1-8ac3-6e9521de9f4d","intent_accuracy",true,"{}"
"0198ae85-d66a-7b70-9f61-bd6c31e1408a","0198a9dc-2e85-7983-8ad4-36fda3bb5fc5","intent_accuracy",true,"{}"
"0198af0b-a711-79f1-900a-72b9f399f165","0198af0b-898d-7563-8b52-c03261f8a866","intent_accuracy",true,"{}"
"0198ae85-da2d-7801-a748-d1022ea2b71c","0198a9d9-7fb7-72a1-8b77-aa40b180d03b","intent_accuracy",true,"{}"
"0198af3b-26e1-7d40-8763-e35b48930742","0198af3a-fddb-71c0-8bd6-3bf59ac3235f","intent_accuracy",true,"{}"
"0198ae85-dc69-7232-8dd1-b504b7073409","0198a9d7-f846-7340-8c47-afa3ca280300","intent_accuracy",true,"{}"
"0198ae85-cc71-74a2-8d5b-f8b1063922d5","0198a9e2-d966-7e42-8cc9-a5edfb1b89a4","intent_accuracy",true,"{}"
"0198ae85-d94a-7133-b680-cc63cc45d84a","0198a9da-3b0e-7d43-8d5c-360396f917fe","intent_accuracy",true,"{}"
"0198af1a-4adc-7441-aaa6-bfb47433761d","0198af1a-2350-7d40-8d83-4e69032ace37","intent_accuracy",true,"{}"
"0198ae85-ca6a-7783-a0c2-8a3aac2a64c6","0198a9e4-1b9d-7c63-8e24-577078e357e2","intent_accuracy",true,"{}"
"0198ae85-da9e-77b0-b521-b8aeeace498f","0198a9d9-25f9-7481-8e27-9e22a906623b","intent_accuracy",true,"{}"
"0198ae85-cedf-7ca3-a96b-18120dda90cc","0198a9e1-4733-7922-8e68-279ad16f9bd8","intent_accuracy",true,"{}"
"0198ae85-cb51-7b93-80e3-461bddd54beb","0198a9e3-81bb-73a0-8ec6-d657f58ed2e2","intent_accuracy",true,"{}"
"0198ae85-cb8b-7bb3-9b94-3fa2f8db6513","0198a9e3-5d74-71b3-8ed9-34ac8c46ec93","intent_accuracy",true,"{}"
"0198aeb0-f9a1-77c2-9b54-c5259b728794","0198aeb0-d391-7571-8ee9-2e1631d509f1","intent_accuracy",true,"{}"
"0198ae85-d54a-78e2-a451-d221534bb9d9","0198a9dc-d2ad-7171-8f14-2e0373b0daba","intent_accuracy",true,"{}"
"0198ae85-cd52-7f23-9ee5-abea5c782752","0198a9e2-3baa-7443-8f73-6e117524c699","intent_accuracy",true,"{}"
"0198ae85-cbc6-7381-aee2-dfdf3972b7bd","0198a9e3-3b7c-7543-8f77-dbdef1926156","intent_accuracy",true,"{}"
"0198af47-5805-75c3-b197-5fe266fa0fb3","0198af47-229d-79e3-8f84-73f9b6a83c2d","intent_accuracy",true,"{}"
"0198af29-9d95-7fd2-8a1a-2032f869a608","0198af29-68e0-7583-8ffe-9d3dd0416a57","intent_accuracy",true,"{}"
"0198ae85-d2a3-7fb0-974e-70ec009a5d79","0198a9de-a906-7ad1-90bb-bd03461a86bd","intent_accuracy",true,"{}"
"0198ae85-d26b-7fe0-83ec-b791580f09fd","0198a9de-c3e8-7172-91ce-3503e855a620","intent_accuracy",true,"{}"
"0198ae85-dd4a-7502-868c-8731810faba2","0198a9d7-8084-7253-92eb-074703a98904","intent_accuracy",true,"{}"
"0198ae85-d34e-7140-93d1-a41c9ecc7fb3","0198a9de-4906-7711-933f-5b5f2c80baf8","intent_accuracy",true,"{}"
"0198ae85-d4a1-7e11-8329-ad946330ded2","0198a9dd-4c0a-7aa2-9391-b6f8b016849b","intent_accuracy",true,"{}"
"0198ae85-c942-7aa3-9d51-258f857be2b0","0198a9e4-e815-7501-93bf-c812ffe4c9e1","intent_accuracy",true,"{}"
"0198ae85-d9bb-7922-9483-5337051290f5","0198a9d9-d25c-7010-9496-6a6c80f45c4c","intent_accuracy",true,"{}"
"0198ae85-dbf7-7af0-b0ba-9952c12aa3b7","0198a9d8-37ff-75b0-9530-c59723df40c9","intent_accuracy",true,"{}"
"0198ae85-dd12-70e2-90eb-4e90b8593f7b","0198a9d7-a55e-7ba1-960f-c485c3316ff2","intent_accuracy",true,"{}"
"0198ae85-d468-7002-9d62-b960505cec27","0198a9dd-9185-7391-961e-6b1aefa21484","intent_accuracy",true,"{}"
"0198ae85-d316-7353-b71d-aab3cfd539ab","0198a9de-7640-71d2-9650-e44a3925ca82","intent_accuracy",true,"{}"
"0198ae85-d6a2-7f82-9d8d-aa1d174226ae","0198a9dc-0c26-7511-965d-e5cd24ba9645","intent_accuracy",true,"{}"
"0198ae85-d14e-7d81-902f-9340a870a34d","0198a9df-7eb5-7c93-9675-d7258b2b4886","intent_accuracy",true,"{}"
"0198af33-8b27-7de0-90e2-234fdd310ea3","0198af33-5c61-71d1-96e6-fa44665d27ce","intent_accuracy",true,"{}"
"0198ae85-dedc-7b93-867e-0fd88f9fe058","0198a9d6-8285-7f13-9799-39f690ac4f0a","intent_accuracy",true,"{}"
"0198ae85-d74c-7fe0-a8e3-2a636111aee1","0198a9db-9351-78d1-97ef-ad5e3089e10d","intent_accuracy",true,"{}"
"0198aef8-23d2-7473-8922-19856cc2650f","0198aef8-012e-7350-9886-c1d3879b847f","intent_accuracy",true,"{}"
"0198af20-f50a-72c3-84e2-1297b367cb2d","0198af20-c9d0-7263-992f-b3c1865a4c2d","intent_accuracy",true,"{}"
"0198ae85-ce6e-7ae1-8e20-bbb1838e553d","0198a9e1-8f99-7331-9a25-643bef18d875","intent_accuracy",true,"{}"
"0198ae85-d7be-7323-bbce-873e50e69bde","0198a9db-438b-7bf0-9a5e-90506e329b11","intent_accuracy",true,"{}"
"0198ae85-de64-7d50-9040-1b966bb12e05","0198a9d6-d879-7080-9a73-5b26006efa54","intent_accuracy",true,"{}"
"0198ae85-db83-7f92-a101-ded899fccc49","0198a9d8-84be-7752-9b2e-cd26a0641175","intent_accuracy",true,"{}"
"0198ae85-d7f6-78f3-80cb-68d9899e8cb6","0198a9db-2077-7a62-9b60-ec46e9e985f4","intent_accuracy",true,"{}"
"0198ae85-dbbd-7363-8cc3-0931955133ad","0198a9d8-5617-7a50-9ba3-33bd7aed9349","intent_accuracy",true,"{}"
"0198aef5-393c-7531-8f8d-6c560a8fb92e","0198aef5-0aee-71d3-9bbe-d1cd185bf774","intent_accuracy",true,"{}"
"0198ae85-c981-7e42-a3e8-37cf09289213","0198a9e4-c592-73a3-9bc9-9dc2d9375f56","intent_accuracy",true,"{}"
"0198ae85-d186-7e82-b962-677ba0175e39","0198a9df-5956-7b20-9c27-8011c63a4cee","intent_accuracy",true,"{}"
"0198ae85-cdfd-7b81-88c1-affb5e3aeb41","0198a9e1-daed-7b93-9c45-a3c7105b740d","intent_accuracy",true,"{}"
"0198ae85-de2c-79a1-b3a7-0eaf20697a4b","0198a9d6-f82e-7fc3-9cf9-2c8d08377d04","intent_accuracy",true,"{}"
"0198af59-4478-75a0-822c-34ef8ce0e58f","0198af59-2faf-7181-9cfc-17bcbe7abd9c","intent_accuracy",true,"{}"
"0198ae85-ca30-79d2-bdbd-63af5676c7c2","0198a9e4-4520-7ae1-9dec-6fa01012f831","intent_accuracy",true,"{}"
"0198ae85-cfc2-7fa3-9f48-eefa33d8e791","0198a9e0-a03b-7cf3-9e02-9249bbecc5d8","intent_accuracy",true,"{}"
"0198ae85-ce36-7871-9e39-a80408f48df5","0198a9e1-a8aa-7652-9e75-091a0a803885","intent_accuracy",true,"{}"
"0198af0d-9859-73a1-80f6-b3c0e78f2295","0198af0d-8083-7b20-a028-565f97418315","intent_accuracy",true,"{}"
"0198ae85-caa3-73a3-aa8d-778a6d376279","0198a9e3-ec57-7d40-a05a-ccf259bd2e1e","intent_accuracy",true,"{}"
"0198ae85-cca9-7193-bcbf-7db1674ff1ee","0198a9e2-b17f-7f62-a086-6e3a3abeceb1","intent_accuracy",true,"{}"
"0198af4b-26b4-75e3-b919-10d9eee95518","0198af4a-d784-7722-a0da-5ea2ac536186","intent_accuracy",true,"{}"
"0198ae85-dc31-7df0-84b2-3d719066dbe6","0198a9d8-1c49-78b1-a0e7-83240364c3db","intent_accuracy",true,"{}"
"0198ae85-cb18-7220-b428-db511ea67be4","0198a9e3-9e41-7153-a16d-6246c74229c8","intent_accuracy",true,"{}"
"0198ae85-d6db-7ba3-9067-7fc26a8d9ba7","0198a9db-f0e8-7d90-a239-c17562b6c57a","intent_accuracy",true,"{}"
"0198ae85-cbff-76d0-9ba6-ada8c81164ec","0198a9e3-1718-7402-a252-98a8e5161aa0","intent_accuracy",true,"{}"
"0198af0a-8477-7063-a4d6-d5bfa086960b","0198af0a-6b2d-7222-a2c1-b304313a9223","intent_accuracy",true,"{}"
"0198ae85-dca2-7140-9b89-0ec7a371b1e3","0198a9d7-d9f5-72e3-a35c-64e8974b6490","intent_accuracy",true,"{}"
"0198ae85-d0a4-7b72-b514-38553933497e","0198a9e0-1223-7b92-a38e-b174292ee838","intent_accuracy",true,"{}"
"0198ae85-d8da-76c3-a42d-82bb2093ee8a","0198a9da-82b7-73d3-a3b7-b52c08a5c75e","intent_accuracy",true,"{}"
"0198af0f-ea58-72b3-ad84-ccc820222ac5","0198af0f-bde9-7300-a458-ba48ed850a49","intent_accuracy",true,"{}"
"0198ae85-d3f7-75d0-9462-c3812759f0e4","0198a9dd-e4d6-7d02-a47d-51a43d8146f4","intent_accuracy",true,"{}"
"0198ae85-d386-7592-b9b3-146a5918525a","0198a9de-2756-70c2-a4a2-106d41c43c52","intent_accuracy",true,"{}"
"0198af1d-5e0a-72d0-95aa-b6c18b8f27b7","0198af1d-2f8c-7902-a4c9-00091cb3ba5b","intent_accuracy",true,"{}"
"0198af3f-976c-7ff3-aab8-bf0e1216ac5d","0198af3f-6304-74d0-a581-7341e0140472","intent_accuracy",true,"{}"
"0198ae85-d82f-7721-a6d1-d2b98efcd623","0198a9da-f391-7741-a607-600e2524efa0","intent_accuracy",true,"{}"
"0198ae85-cd8b-7ff2-8057-d563f8426903","0198a9e2-184f-7391-a639-be076dd64c3d","intent_accuracy",true,"{}"
"0198af3e-f1bf-7521-8eb8-4ce397c7a72e","0198af3e-bcfb-7380-a6ef-b290113ceb20","intent_accuracy",true,"{}"
