"id","target_id","metric_name","value","tags"
"0198ae58-3226-7a03-9928-602fbd6e8ab8","0198a9d7-1927-7653-8001-5c101510749a","response_relevance",1,"{}"
"0198ae58-2701-7ee0-a2d1-bb96e066fe6e","0198a9de-adda-7f30-8074-342f61f38cbe","response_relevance",1,"{}"
"0198ae58-20db-7ff3-8127-372ee3f311be","0198a9e2-df57-78f3-8094-aaf7b83d15d2","response_relevance",1,"{}"
"0198ae58-2fbd-75a3-8254-af6394f9458c","0198a9d8-912f-7c31-80cf-adaf3af359b5","response_relevance",1,"{}"
"0198ae58-1e00-7a10-83eb-463ea2f8482b","0198a9e4-c9b3-7701-8160-5bf2b1fbae4d","response_relevance",1,"{}"
"0198ae58-250b-7982-8578-0166253875c4","0198a9e0-1870-7133-821c-84991d6d1eaf","response_relevance",1,"{}"
"0198ae58-2269-7b71-8894-fb6b95ca0b31","0198a9e1-e2e4-7943-841d-0c2025f622aa","response_relevance",1,"{}"
"0198ae58-23f1-72f3-9ab6-9658a4635c30","0198a9e0-c22a-73a0-8544-5b7b817e1762","response_relevance",1,"{}"
"0198ae58-1fc4-7cb1-96be-7c3c214f361b","0198a9e3-86aa-73e2-857d-042d104bfbe3","response_relevance",1,"{}"
"0198ae58-2771-79b3-864d-a6b95f0fc090","0198a9de-7b13-7802-85b0-d66852094831","response_relevance",1,"{}"
"0198af0f-ea57-7772-b316-8e201d84cd44","0198af0f-c73e-7cd2-8627-65b07279c274","response_relevance",0.3,"{}"
"0198ae58-2380-7ed3-86e7-395f03b07bc6","0198a9e1-1674-74d3-8860-f370683eb0c9","response_relevance",1,"{}"
"0198ae58-1e71-77f3-a2a0-3b9816f1312f","0198a9e4-69f4-7362-8874-e668e41feb45","response_relevance",1,"{}"
"0198ae58-249b-7d11-8c25-1e18da9dfc00","0198a9e0-56c3-7650-8897-5226cb7ed1be","response_relevance",1,"{}"
"0198ae58-296d-76e2-98ac-15df77ca11f2","0198a9dd-0234-76b0-8898-952692210d7a","response_relevance",1,"{}"
"0198ae58-2b2e-7cd0-9072-f4e4de9d5136","0198a9db-f8af-7b30-88d9-af31a95fbd61","response_relevance",1,"{}"
"0198ae58-2311-70c1-8b39-729caecb3b74","0198a9e1-721b-7db1-891c-0833bce78e6e","response_relevance",1,"{}"
"0198ae58-214d-7153-8f78-7a7d0aacfbe9","0198a9e2-9def-7c61-8929-ba31bc61167b","response_relevance",1,"{}"
"0198ae58-2ea6-72e0-92e4-38ce72ac9fe5","0198a9d9-5ffd-72b2-8986-18ab8c169172","response_relevance",1,"{}"
"0198ae58-27e4-7c70-83b7-208d44ffbc6d","0198a9de-2ba7-74e2-89bb-a95d45eff04c","response_relevance",1,"{}"
