"id","function_name","variant_name","episode_id","input","output","output_schema","inference_params","processing_time_ms","tags","extra_body","auxiliary_content","ttft_ms"
"0198af71-e9cf-7533-af20-1e4edb63f97c","generate_response","gpt_4o","0198af71-e9cf-7533-af20-1e5a2f08d416","{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""Customer Query: How do I use Grammarly's citation generator for APA format?\n\nPlease provide a helpful and comprehensive response to address the customer's concern. Include specific steps or solutions when applicable.""}]}]}","{""raw"":""{\""response\"":\""I understand how important it is to get your citations just right, and I'm here to help you use Grammarly's citation generator for APA format.\\n\\nGrammarly does not currently offer a dedicated citation generator feature within its main application, but it integrates seamlessly with your writing processes and can assist you in ensuring your citations are formatted correctly through its writing suggestions and corrections. However, for generating citations automatically, you might need to use a citation tool built specifically for APA structure.\\n\\nHere are some steps you could take using Grammarly, along with some external resources:\\n\\n1. **Write Your Citation Manually in Grammarly**:\\n   - As you draft your document in Grammarly, you can input your APA formatted citations manually.\\n   - Grammarly will help ensure your syntax and formatting are consistent.\\n\\n2. **Use External APA Citation Generators**:\\n   - Websites like EasyBib, Citation Machine, or Purdue OWL offer free APA citation generators.\\n   - Simply input the details required (author, title, publication date, etc.), and these tools will generate a formatted citation which you can then copy and paste into your document.\\n\\n3. **Adopt Grammarly's Writing Suggestions**:\\n   - While Grammarly doesn’t generate citations, it can help ensure the rest of your paper is well-written and grammatically correct, which can aid clarity and accuracy in your references section.\\n\\n4. **Stay Updated**:\\n   - Since APA formatting guidelines sometimes update, check the latest version on the APA official website or Purdue OWL to ensure your citations are current.\\n\\nIf you need further assistance with formatting or any other Grammarly feature, feel free to reach out again!\"",\""confidence\"":0.95,\""requires_human\"":false,\""suggested_actions\"":[\""Consider using a dedicated citation tool for accurate APA formatting\"",\""Check the Grammarly website for updates on new features\"",\""Review the APA guidelines from a reliable educational resource\""]}"",""parsed"":{""response"":""I understand how important it is to get your citations just right, and I'm here to help you use Grammarly's citation generator for APA format.\n\nGrammarly does not currently offer a dedicated citation generator feature within its main application, but it integrates seamlessly with your writing processes and can assist you in ensuring your citations are formatted correctly through its writing suggestions and corrections. However, for generating citations automatically, you might need to use a citation tool built specifically for APA structure.\n\nHere are some steps you could take using Grammarly, along with some external resources:\n\n1. **Write Your Citation Manually in Grammarly**:\n   - As you draft your document in Grammarly, you can input your APA formatted citations manually.\n   - Grammarly will help ensure your syntax and formatting are consistent.\n\n2. **Use External APA Citation Generators**:\n   - Websites like EasyBib, Citation Machine, or Purdue OWL offer free APA citation generators.\n   - Simply input the details required (author, title, publication date, etc.), and these tools will generate a formatted citation which you can then copy and paste into your document.\n\n3. **Adopt Grammarly's Writing Suggestions**:\n   - While Grammarly doesn’t generate citations, it can help ensure the rest of your paper is well-written and grammatically correct, which can aid clarity and accuracy in your references section.\n\n4. **Stay Updated**:\n   - Since APA formatting guidelines sometimes update, check the latest version on the APA official website or Purdue OWL to ensure your citations are current.\n\nIf you need further assistance with formatting or any other Grammarly feature, feel free to reach out again!"",""confidence"":0.95,""requires_human"":false,""suggested_actions"":[""Consider using a dedicated citation tool for accurate APA formatting"",""Check the Grammarly website for updates on new features"",""Review the APA guidelines from a reliable educational resource""]}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""response"":{""type"":""string"",""description"":""The main response to the customer's query""},""confidence"":{""type"":""number"",""minimum"":0,""maximum"":1,""description"":""Confidence score for the response""},""requires_human"":{""type"":""boolean"",""description"":""Whether this query requires human intervention""},""suggested_actions"":{""type"":""array"",""items"":{""type"":""string""},""description"":""List of suggested follow-up actions""}},""required"":[""response"",""confidence"",""requires_human"",""suggested_actions""],""additionalProperties"":false}","{""chat_completion"":{}}",8439,"{}","[]","[]",\N
"0198af72-40e1-76e1-ad9a-0121ec7701c8","generate_response","gpt_4o_mini","0198af72-40e1-76e1-ad9a-013d8e0072d0","{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""Customer Query: How do I use Grammarly's citation generator for APA format?\n\nPlease provide a helpful and comprehensive response to address the customer's concern. Include specific steps or solutions when applicable.""}]}]}","{""raw"":""{\""response\"":\""I understand you want to learn how to use Grammarly's citation generator for APA format, and I'm here to help! The citation feature can simplify the process of creating accurate references for your writing.\\n\\nHere’s how you can use Grammarly’s citation generator for APA format:\\n\\n1. **Open Grammarly**: Log in to your Grammarly account through the Grammarly website or app.\\n\\n2. **Access the Citation Generator**: \\n   - Navigate to the ‘Tools’ section (available on the left sidebar of the dashboard).\\n   - Click on **Citation Generator**.\\n\\n3. **Select APA Format**: \\n   - Once you’re in the citation generator, choose **APA** from the format options available. \\n\\n4. **Enter Your Source Information**: \\n   - Input the details of the source you want to cite. This includes information such as the author's name, publication date, title of the work, and publisher information.\\n   - Make sure to provide accurate details to ensure the citation is generated correctly.\\n\\n5. **Generate the Citation**: \\n   - After entering the required information, click on the **Generate Citation** button.\\n   - Grammarly will create a properly formatted citation for you in APA style.\\n\\n6. **Copy the Citation**: \\n   - Once your citation is generated, you can copy it directly from the tool to use in your document.\\n\\n7. **Repeat as Needed**: \\n   - If you have more sources to cite, repeat these steps for each one.\\n\\n**Additional Tips**:\\n- Always double-check the generated citation for accuracy against the latest APA guidelines, as citation rules can sometimes change.\\n- If you're unsure about specific details (like DOI or publication location), Grammarly typically provides guidance on what to collect.\\n\\nIf you encounter any issues while using the citation generator or if it doesn't seem to work as expected, please let me know, and I can assist you further! You can also explore Grammarly’s help resources for additional tips and guides.\"",\""confidence\"":0.95,\""requires_human\"":false,\""suggested_actions\"":[\""Try using the citation generator now\"",\""Check Grammarly's help center for more citation tips\"",\""Contact support if you have further questions about citations\""]}"",""parsed"":{""response"":""I understand you want to learn how to use Grammarly's citation generator for APA format, and I'm here to help! The citation feature can simplify the process of creating accurate references for your writing.\n\nHere’s how you can use Grammarly’s citation generator for APA format:\n\n1. **Open Grammarly**: Log in to your Grammarly account through the Grammarly website or app.\n\n2. **Access the Citation Generator**: \n   - Navigate to the ‘Tools’ section (available on the left sidebar of the dashboard).\n   - Click on **Citation Generator**.\n\n3. **Select APA Format**: \n   - Once you’re in the citation generator, choose **APA** from the format options available. \n\n4. **Enter Your Source Information**: \n   - Input the details of the source you want to cite. This includes information such as the author's name, publication date, title of the work, and publisher information.\n   - Make sure to provide accurate details to ensure the citation is generated correctly.\n\n5. **Generate the Citation**: \n   - After entering the required information, click on the **Generate Citation** button.\n   - Grammarly will create a properly formatted citation for you in APA style.\n\n6. **Copy the Citation**: \n   - Once your citation is generated, you can copy it directly from the tool to use in your document.\n\n7. **Repeat as Needed**: \n   - If you have more sources to cite, repeat these steps for each one.\n\n**Additional Tips**:\n- Always double-check the generated citation for accuracy against the latest APA guidelines, as citation rules can sometimes change.\n- If you're unsure about specific details (like DOI or publication location), Grammarly typically provides guidance on what to collect.\n\nIf you encounter any issues while using the citation generator or if it doesn't seem to work as expected, please let me know, and I can assist you further! You can also explore Grammarly’s help resources for additional tips and guides."",""confidence"":0.95,""requires_human"":false,""suggested_actions"":[""Try using the citation generator now"",""Check Grammarly's help center for more citation tips"",""Contact support if you have further questions about citations""]}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""response"":{""type"":""string"",""description"":""The main response to the customer's query""},""confidence"":{""type"":""number"",""minimum"":0,""maximum"":1,""description"":""Confidence score for the response""},""requires_human"":{""type"":""boolean"",""description"":""Whether this query requires human intervention""},""suggested_actions"":{""type"":""array"",""items"":{""type"":""string""},""description"":""List of suggested follow-up actions""}},""required"":[""response"",""confidence"",""requires_human"",""suggested_actions""],""additionalProperties"":false}","{""chat_completion"":{}}",9006,"{}","[]","[]",\N
"0198af41-22dd-7d02-84de-397e11803c96","classify_intent","gpt_4o","0198af41-22dd-7d02-84de-39851a54a714","{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""Where did the 'Writing Goals' settings move to in the latest Grammarly desktop app update? I can't find the formality slider anymore.""}]}]}","{""raw"":""{\""intent\"":\""technical_support\"",\""confidence\"":0.95,\""entities\"":{\""product\"":[\""desktop_app\""],\""feature\"":[\""writing_goals\"",\""formality_slider\""],\""error_code\"":[],\""platform\"":[]},\""urgency\"":\""medium\""}"",""parsed"":{""intent"":""technical_support"",""confidence"":0.95,""entities"":{""product"":[""desktop_app""],""feature"":[""writing_goals"",""formality_slider""],""error_code"":[],""platform"":[]},""urgency"":""medium""}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""intent"":{""type"":""string"",""enum"":[""technical_support"",""billing_inquiry"",""feature_request"",""account_management"",""product_information"",""bug_report"",""integration_help"",""general_inquiry""]},""confidence"":{""type"":""number"",""minimum"":0,""maximum"":1},""entities"":{""type"":""object"",""properties"":{""product"":{""type"":""array"",""items"":{""type"":""string"",""enum"":[""grammarly_free"",""grammarly_premium"",""grammarly_business"",""grammarly_edu"",""browser_extension"",""desktop_app"",""mobile_app"",""ms_office_plugin"",""google_docs""]}},""feature"":{""type"":""array"",""items"":{""type"":""string""}},""error_code"":{""type"":""array"",""items"":{""type"":""string""}},""platform"":{""type"":""array"",""items"":{""type"":""string"",""enum"":[""windows"",""mac"",""ios"",""android"",""web"",""chrome"",""firefox"",""safari"",""edge""]}}},""required"":[""product"",""feature"",""error_code"",""platform""],""additionalProperties"":false},""urgency"":{""type"":""string"",""enum"":[""low"",""medium"",""high"",""critical""]}},""required"":[""intent"",""confidence"",""entities"",""urgency""],""additionalProperties"":false}","{""chat_completion"":{}}",1450,"{}","[]","[]",\N
"0198af6d-39bd-7ab2-89aa-24901e0fa095","classify_intent","gpt_4o","0198af6d-39bd-7ab2-89aa-24ae9da89e59","{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""How do I use Grammarly citation generator?""}]}]}","{""raw"":""{\""intent\"":\""general_inquiry\"",\""confidence\"":0.9,\""entities\"":{\""product\"":[],\""feature\"":[\""citation generator\""],\""error_code\"":[],\""platform\"":[]},\""urgency\"":\""low\""}"",""parsed"":{""intent"":""general_inquiry"",""confidence"":0.9,""entities"":{""product"":[],""feature"":[""citation generator""],""error_code"":[],""platform"":[]},""urgency"":""low""}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""intent"":{""type"":""string"",""enum"":[""technical_support"",""billing_inquiry"",""feature_request"",""account_management"",""product_information"",""bug_report"",""integration_help"",""general_inquiry""]},""confidence"":{""type"":""number"",""minimum"":0,""maximum"":1},""entities"":{""type"":""object"",""properties"":{""product"":{""type"":""array"",""items"":{""type"":""string"",""enum"":[""grammarly_free"",""grammarly_premium"",""grammarly_business"",""grammarly_edu"",""browser_extension"",""desktop_app"",""mobile_app"",""ms_office_plugin"",""google_docs""]}},""feature"":{""type"":""array"",""items"":{""type"":""string""}},""error_code"":{""type"":""array"",""items"":{""type"":""string""}},""platform"":{""type"":""array"",""items"":{""type"":""string"",""enum"":[""windows"",""mac"",""ios"",""android"",""web"",""chrome"",""firefox"",""safari"",""edge""]}}},""required"":[""product"",""feature"",""error_code"",""platform""],""additionalProperties"":false},""urgency"":{""type"":""string"",""enum"":[""low"",""medium"",""high"",""critical""]}},""required"":[""intent"",""confidence"",""entities"",""urgency""],""additionalProperties"":false}","{""chat_completion"":{}}",1366,"{}","[]","[]",\N
"0198af3a-fddb-71c0-8bd6-3bf59ac3235f","classify_intent","gpt_4o","0198af3a-fddb-71c0-8bd6-3c043ed017e4","{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""I need to deploy Grammarly Business to 500 users via Microsoft Intune MDM. What's the correct configuration profile and which registry keys need to be set?""}]}]}","{""raw"":""{\""intent\"":\""integration_help\"",\""confidence\"":0.9,\""entities\"":{\""product\"":[\""grammarly_business\""],\""feature\"":[],\""error_code\"":[],\""platform\"":[]},\""urgency\"":\""high\""}"",""parsed"":{""intent"":""integration_help"",""confidence"":0.9,""entities"":{""product"":[""grammarly_business""],""feature"":[],""error_code"":[],""platform"":[]},""urgency"":""high""}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""intent"":{""type"":""string"",""enum"":[""technical_support"",""billing_inquiry"",""feature_request"",""account_management"",""product_information"",""bug_report"",""integration_help"",""general_inquiry""]},""confidence"":{""type"":""number"",""minimum"":0,""maximum"":1},""entities"":{""type"":""object"",""properties"":{""product"":{""type"":""array"",""items"":{""type"":""string"",""enum"":[""grammarly_free"",""grammarly_premium"",""grammarly_business"",""grammarly_edu"",""browser_extension"",""desktop_app"",""mobile_app"",""ms_office_plugin"",""google_docs""]}},""feature"":{""type"":""array"",""items"":{""type"":""string""}},""error_code"":{""type"":""array"",""items"":{""type"":""string""}},""platform"":{""type"":""array"",""items"":{""type"":""string"",""enum"":[""windows"",""mac"",""ios"",""android"",""web"",""chrome"",""firefox"",""safari"",""edge""]}}},""required"":[""product"",""feature"",""error_code"",""platform""],""additionalProperties"":false},""urgency"":{""type"":""string"",""enum"":[""low"",""medium"",""high"",""critical""]}},""required"":[""intent"",""confidence"",""entities"",""urgency""],""additionalProperties"":false}","{""chat_completion"":{}}",1415,"{}","[]","[]",\N
"0198af1a-2350-7d40-8d83-4e69032ace37","classify_intent","gpt_4o","0198af1a-2350-7d40-8d83-4e759239c8c3","{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""How do I install Grammarly?\n""}]}]}","{""raw"":""{\""intent\"":\""product_information\"",\""confidence\"":0.9,\""entities\"":{\""product\"":[],\""feature\"":[],\""error_code\"":[],\""platform\"":[]},\""urgency\"":\""low\""}"",""parsed"":{""intent"":""product_information"",""confidence"":0.9,""entities"":{""product"":[],""feature"":[],""error_code"":[],""platform"":[]},""urgency"":""low""}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""intent"":{""type"":""string"",""enum"":[""technical_support"",""billing_inquiry"",""feature_request"",""account_management"",""product_information"",""bug_report"",""integration_help"",""general_inquiry""]},""confidence"":{""type"":""number"",""minimum"":0,""maximum"":1},""entities"":{""type"":""object"",""properties"":{""product"":{""type"":""array"",""items"":{""type"":""string"",""enum"":[""grammarly_free"",""grammarly_premium"",""grammarly_business"",""grammarly_edu"",""browser_extension"",""desktop_app"",""mobile_app"",""ms_office_plugin"",""google_docs""]}},""feature"":{""type"":""array"",""items"":{""type"":""string""}},""error_code"":{""type"":""array"",""items"":{""type"":""string""}},""platform"":{""type"":""array"",""items"":{""type"":""string"",""enum"":[""windows"",""mac"",""ios"",""android"",""web"",""chrome"",""firefox"",""safari"",""edge""]}}},""required"":[""product"",""feature"",""error_code"",""platform""],""additionalProperties"":false},""urgency"":{""type"":""string"",""enum"":[""low"",""medium"",""high"",""critical""]}},""required"":[""intent"",""confidence"",""entities"",""urgency""],""additionalProperties"":false}","{""chat_completion"":{}}",1210,"{}","[]","[]",\N
"0198af47-229d-79e3-8f84-73f9b6a83c2d","classify_intent","gpt_4o","0198af47-229d-79e3-8f84-740d6e89ed88","{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""Where did the 'Writing Goals' settings move to in the latest Grammarly desktop app for Microsoft Office update? I can't find the formality slider anymore.""}]}]}","{""raw"":""{\""intent\"":\""product_information\"",\""confidence\"":0.9,\""entities\"":{\""product\"":[\""desktop_app\"",\""ms_office_plugin\""],\""feature\"":[\""Writing Goals\"",\""formality slider\""],\""error_code\"":[],\""platform\"":[]},\""urgency\"":\""medium\""}"",""parsed"":{""intent"":""product_information"",""confidence"":0.9,""entities"":{""product"":[""desktop_app"",""ms_office_plugin""],""feature"":[""Writing Goals"",""formality slider""],""error_code"":[],""platform"":[]},""urgency"":""medium""}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""intent"":{""type"":""string"",""enum"":[""technical_support"",""billing_inquiry"",""feature_request"",""account_management"",""product_information"",""bug_report"",""integration_help"",""general_inquiry""]},""confidence"":{""type"":""number"",""minimum"":0,""maximum"":1},""entities"":{""type"":""object"",""properties"":{""product"":{""type"":""array"",""items"":{""type"":""string"",""enum"":[""grammarly_free"",""grammarly_premium"",""grammarly_business"",""grammarly_edu"",""browser_extension"",""desktop_app"",""mobile_app"",""ms_office_plugin"",""google_docs""]}},""feature"":{""type"":""array"",""items"":{""type"":""string""}},""error_code"":{""type"":""array"",""items"":{""type"":""string""}},""platform"":{""type"":""array"",""items"":{""type"":""string"",""enum"":[""windows"",""mac"",""ios"",""android"",""web"",""chrome"",""firefox"",""safari"",""edge""]}}},""required"":[""product"",""feature"",""error_code"",""platform""],""additionalProperties"":false},""urgency"":{""type"":""string"",""enum"":[""low"",""medium"",""high"",""critical""]}},""required"":[""intent"",""confidence"",""entities"",""urgency""],""additionalProperties"":false}","{""chat_completion"":{}}",2175,"{}","[]","[]",\N
"0198af29-68e0-7583-8ffe-9d3dd0416a57","classify_intent","gpt_4o","0198af29-68e0-7583-8ffe-9d45fa0d3d21","{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""Grammarly is incorrectly flagging technical terms and acronyms in my engineering documentation as errors. How do I train it to recognize industry-specific terminology?""}]}]}","{""raw"":""{\""intent\"":\""feature_request\"",\""confidence\"":0.95,\""entities\"":{\""product\"":[\""grammarly_premium\""],\""feature\"":[],\""error_code\"":[],\""platform\"":[]},\""urgency\"":\""low\""}"",""parsed"":{""intent"":""feature_request"",""confidence"":0.95,""entities"":{""product"":[""grammarly_premium""],""feature"":[],""error_code"":[],""platform"":[]},""urgency"":""low""}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""intent"":{""type"":""string"",""enum"":[""technical_support"",""billing_inquiry"",""feature_request"",""account_management"",""product_information"",""bug_report"",""integration_help"",""general_inquiry""]},""confidence"":{""type"":""number"",""minimum"":0,""maximum"":1},""entities"":{""type"":""object"",""properties"":{""product"":{""type"":""array"",""items"":{""type"":""string"",""enum"":[""grammarly_free"",""grammarly_premium"",""grammarly_business"",""grammarly_edu"",""browser_extension"",""desktop_app"",""mobile_app"",""ms_office_plugin"",""google_docs""]}},""feature"":{""type"":""array"",""items"":{""type"":""string""}},""error_code"":{""type"":""array"",""items"":{""type"":""string""}},""platform"":{""type"":""array"",""items"":{""type"":""string"",""enum"":[""windows"",""mac"",""ios"",""android"",""web"",""chrome"",""firefox"",""safari"",""edge""]}}},""required"":[""product"",""feature"",""error_code"",""platform""],""additionalProperties"":false},""urgency"":{""type"":""string"",""enum"":[""low"",""medium"",""high"",""critical""]}},""required"":[""intent"",""confidence"",""entities"",""urgency""],""additionalProperties"":false}","{""chat_completion"":{}}",1296,"{}","[]","[]",\N
"0198af33-5c61-71d1-96e6-fa44665d27ce","classify_intent","gpt_4o","0198af33-5c61-71d1-96e6-fa5fa97780ee","{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""I need to configure Grammarly to work with NVDA screen reader on Windows 11. The suggestion cards aren't being read properly in focus mode.""}]}]}","{""raw"":""{\""intent\"":\""technical_support\"",\""confidence\"":0.95,\""entities\"":{\""product\"":[\""desktop_app\""],\""feature\"":[\""suggestion cards\""],\""error_code\"":[],\""platform\"":[\""windows\""]},\""urgency\"":\""high\""}"",""parsed"":{""intent"":""technical_support"",""confidence"":0.95,""entities"":{""product"":[""desktop_app""],""feature"":[""suggestion cards""],""error_code"":[],""platform"":[""windows""]},""urgency"":""high""}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""intent"":{""type"":""string"",""enum"":[""technical_support"",""billing_inquiry"",""feature_request"",""account_management"",""product_information"",""bug_report"",""integration_help"",""general_inquiry""]},""confidence"":{""type"":""number"",""minimum"":0,""maximum"":1},""entities"":{""type"":""object"",""properties"":{""product"":{""type"":""array"",""items"":{""type"":""string"",""enum"":[""grammarly_free"",""grammarly_premium"",""grammarly_business"",""grammarly_edu"",""browser_extension"",""desktop_app"",""mobile_app"",""ms_office_plugin"",""google_docs""]}},""feature"":{""type"":""array"",""items"":{""type"":""string""}},""error_code"":{""type"":""array"",""items"":{""type"":""string""}},""platform"":{""type"":""array"",""items"":{""type"":""string"",""enum"":[""windows"",""mac"",""ios"",""android"",""web"",""chrome"",""firefox"",""safari"",""edge""]}}},""required"":[""product"",""feature"",""error_code"",""platform""],""additionalProperties"":false},""urgency"":{""type"":""string"",""enum"":[""low"",""medium"",""high"",""critical""]}},""required"":[""intent"",""confidence"",""entities"",""urgency""],""additionalProperties"":false}","{""chat_completion"":{}}",1758,"{}","[]","[]",\N
"0198af20-c9d0-7263-992f-b3c1865a4c2d","classify_intent","gpt_4o","0198af20-c9d0-7263-992f-b3dc65f3c9cd","{""messages"":[{""role"":""user"",""content"":[{""type"":""text"",""value"":""Grammarly is crashing in Google Docs when I try to use citations with track changes enabled\n""}]}]}","{""raw"":""{\""intent\"":\""bug_report\"",\""confidence\"":0.95,\""entities\"":{\""product\"":[\""google_docs\""],\""feature\"":[\""citations\"",\""track changes\""],\""error_code\"":[],\""platform\"":[]},\""urgency\"":\""high\""}"",""parsed"":{""intent"":""bug_report"",""confidence"":0.95,""entities"":{""product"":[""google_docs""],""feature"":[""citations"",""track changes""],""error_code"":[],""platform"":[]},""urgency"":""high""}}","{""$schema"":""http://json-schema.org/draft-07/schema#"",""type"":""object"",""properties"":{""intent"":{""type"":""string"",""enum"":[""technical_support"",""billing_inquiry"",""feature_request"",""account_management"",""product_information"",""bug_report"",""integration_help"",""general_inquiry""]},""confidence"":{""type"":""number"",""minimum"":0,""maximum"":1},""entities"":{""type"":""object"",""properties"":{""product"":{""type"":""array"",""items"":{""type"":""string"",""enum"":[""grammarly_free"",""grammarly_premium"",""grammarly_business"",""grammarly_edu"",""browser_extension"",""desktop_app"",""mobile_app"",""ms_office_plugin"",""google_docs""]}},""feature"":{""type"":""array"",""items"":{""type"":""string""}},""error_code"":{""type"":""array"",""items"":{""type"":""string""}},""platform"":{""type"":""array"",""items"":{""type"":""string"",""enum"":[""windows"",""mac"",""ios"",""android"",""web"",""chrome"",""firefox"",""safari"",""edge""]}}},""required"":[""product"",""feature"",""error_code"",""platform""],""additionalProperties"":false},""urgency"":{""type"":""string"",""enum"":[""low"",""medium"",""high"",""critical""]}},""required"":[""intent"",""confidence"",""entities"",""urgency""],""additionalProperties"":false}","{""chat_completion"":{}}",2038,"{}","[]","[]",\N
